name,country,subcountry,geonameid
Jacareí,Brazil,,3460370
Jaboticabal,Brazil,,3460441
Ivoti,Brazil,,3460484
Ituverava,Brazil,,3460511
Iturama,Brazil,,3460513
Itupeva,Brazil,,3460516
Itumbiara,Brazil,,3460522
Ituiutaba,Brazil,,3460523
Ituberá,Brazil,,3460530
Itu,Brazil,,3460535
Itororó,Brazil,,3460542
Itaúna,Brazil,,3460584
Itatinga,Brazil,,3460594
Itatiba,Brazil,,3460598
Itararé,Brazil,,3460620
Itaqui,Brazil,,3460629
Itaquera,Brazil,,3460634
Itaquaquecetuba,Brazil,,3460644
Itapuranga,Brazil,,3460648
Itápolis,Brazil,,3460671
Itapira,Brazil,,3460699
Itapevi,Brazil,,3460718
Itapeva,Brazil,,3460723
Itapetininga,Brazil,,3460728
Itapetinga,Brazil,,3460730
Itaperuna,Brazil,,3460733
Itaperuçu,Brazil,,3460734
Itapemirim,Brazil,,3460738
Itapema,Brazil,,3460740
Itapecerica da Serra,Brazil,,3460748
Itapecerica,Brazil,,3460752
Itaparica,Brazil,,3460764
Itapaci,Brazil,,3460773
Itaocara,Brazil,,3460774
Itanhaém,Brazil,,3460791
Itambé,Brazil,,3460813
Itamarandiba,Brazil,,3460825
Itamaraju,Brazil,,3460826
Itajuípe,Brazil,,3460831
Itajubá,Brazil,,3460834
Itajaí,Brazil,,3460845
Itaí,Brazil,,3460887
Itaguaí,Brazil,,3460899
Itabuna,Brazil,,3460949
Itaboraí,Brazil,,3460950
Itabirito,Brazil,,3460954
Itabira,Brazil,,3460960
Itaberaí,Brazil,,3460963
Itaberaba,Brazil,,3460966
Itabaianinha,Brazil,,3460971
Itabaiana,Brazil,,3460974
Irecê,Brazil,,3461013
Irati,Brazil,,3461017
Iracemápolis,Brazil,,3461055
Iporá,Brazil,,3461090
Ipiranga,Brazil,,3461109
Ipirá,Brazil,,3461124
Ipiaú,Brazil,,3461129
Iperó,Brazil,,3461134
Ipatinga,Brazil,,3461144
Ipameri,Brazil,,3461151
Ipaba,Brazil,,3461153
Inhumas,Brazil,,3461194
Indaiatuba,Brazil,,3461311
Indaial,Brazil,,3461316
Imbituva,Brazil,,3461368
Imbituba,Brazil,,3461370
Ilhéus,Brazil,,3461408
Ilha Solteira,Brazil,,3461411
Ilhabela,Brazil,,3461425
Ijuí,Brazil,,3461444
Iguape,Brazil,,3461465
Igrejinha,Brazil,,3461481
Igarapé,Brazil,,3461498
Igarapava,Brazil,,3461499
Igaraçu do Tietê,Brazil,,3461501
Içara,Brazil,,3461519
Ibotirama,Brazil,,3461525
Ibiúna,Brazil,,3461528
Ibitinga,Brazil,,3461550
Ibirité,Brazil,,3461563
Ibirataia,Brazil,,3461565
Ibirama,Brazil,,3461576
Ibiporã,Brazil,,3461588
Ibicaraí,Brazil,,3461606
Ibiá,Brazil,,3461620
Ibaté,Brazil,,3461625
Ibaiti,Brazil,,3461628
Iaçu,Brazil,,3461638
Hortolândia,Brazil,,3461655
Herval,Brazil,,3461680
Gurupi,Brazil,,3461724
Guaxupé,Brazil,,3461763
Guarulhos,Brazil,,3461786
Guarujá,Brazil,,3461789
Guariba,Brazil,,3461824
Guaratuba,Brazil,,3461857
Guaratinguetá,Brazil,,3461859
Guararema,Brazil,,3461871
Guararapes,Brazil,,3461874
Guarapuava,Brazil,,3461879
Guarapari,Brazil,,3461888
Guaranésia,Brazil,,3461910
Guaramirim,Brazil,,3461914
Guará,Brazil,,3461935
Guaporé,Brazil,,3461941
Guapimirim,Brazil,,3461949
Guanhães,Brazil,,3461958
Guanambi,Brazil,,3461973
Guaíra,Brazil,,3461995
Guaianases,Brazil,,3462011
Guaçuí,Brazil,,3462022
Gravataí,Brazil,,3462089
Governador Valadares,Brazil,,3462315
Goiatuba,Brazil,,3462371
Goiás,Brazil,,3462374
Goianira,Brazil,,3462376
Goiânia,Brazil,,3462377
Goianésia,Brazil,,3462378
Gaspar,Brazil,,3462535
Garibaldi,Brazil,,3462557
Garça,Brazil,,3462580
Gandu,Brazil,,3462601
Frutal,Brazil,,3462916
Frederico Westphalen,Brazil,,3462956
Franco da Rocha,Brazil,,3462964
Francisco Morato,Brazil,,3462980
Francisco Beltrão,Brazil,,3462996
Franca,Brazil,,3463011
Foz do Iguaçu,Brazil,,3463030
Forquilhinha,Brazil,,3463066
Formosa,Brazil,,3463140
Formiga,Brazil,,3463174
Florianópolis,Brazil,,3463237
Flores da Cunha,Brazil,,3463271
Ferraz de Vasconcelos,Brazil,,3463422
Fernandópolis,Brazil,,3463432
Feira de Santana,Brazil,,3463478
Farroupilha,Brazil,,3463605
Eunápolis,Brazil,,3463690
Euclides da Cunha,Brazil,,3463698
Estrela,Brazil,,3463762
Esteio,Brazil,,3463859
Estância Velha,Brazil,,3463865
Estância,Brazil,,3463900
Esplanada,Brazil,,3463920
Espinosa,Brazil,,3463939
Esmeraldas,Brazil,,3464008
Erechim,Brazil,,3464073
Entre Rios,Brazil,,3464100
Encruzilhada do Sul,Brazil,,3464255
Encantado,Brazil,,3464274
Embu Guaçu,Brazil,,3464304
Embu das Artes,Brazil,,3464305
Elói Mendes,Brazil,,3464329
Duque de Caxias,Brazil,,3464374
Dourados,Brazil,,3464460
Dom Pedrito,Brazil,,3464547
Dois Vizinhos,Brazil,,3464579
Dois Córregos,Brazil,,3464618
Divinópolis,Brazil,,3464688
Diamantino,Brazil,,3464724
Diamantina,Brazil,,3464728
Diadema,Brazil,,3464739
Descalvado,Brazil,,3464809
Curvelo,Brazil,,3464891
Curitibanos,Brazil,,3464974
Curitiba,Brazil,,3464975
Cuiabá,Brazil,,3465038
Cubatão,Brazil,,3465059
Cruzeiro do Oeste,Brazil,,3465083
Cruzeiro,Brazil,,3465090
Cruz das Almas,Brazil,,3465105
Cruz Alta,Brazil,,3465108
Cristalina,Brazil,,3465164
Criciúma,Brazil,,3465196
Cravinhos,Brazil,,3465209
Coxim,Brazil,,3465228
Cotia,Brazil,,3465284
Cosmópolis,Brazil,,3465320
Coruripe,Brazil,,3465329
Corumbá,Brazil,,3465342
Coronel Vivida,Brazil,,3465459
Coronel Fabriciano,Brazil,,3465476
Coromandel,Brazil,,3465487
Cornélio Procópio,Brazil,,3465508
Corinto,Brazil,,3465512
Cordeirópolis,Brazil,,3465524
Cordeiro,Brazil,,3465527
Contagem,Brazil,,3465624
Conselheiro Lafaiete,Brazil,,3465644
Congonhas,Brazil,,3465671
Conde,Brazil,,3465713
Concórdia,Brazil,,3465721
Conchal,Brazil,,3465731
Conceição do Coité,Brazil,,3465748
Conceição do Jacuípe,Brazil,,3465758
Conceição das Alagoas,Brazil,,3465764
Conceição da Feira,Brazil,,3465767
Conceição da Barra,Brazil,,3465769
Colorado,Brazil,,3465881
Colombo,Brazil,,3465927
Colatina,Brazil,,3465944
Coaraci,Brazil,,3466041
Cláudio,Brazil,,3466062
Cícero Dantas,Brazil,,3466171
Cianorte,Brazil,,3466174
Nova Xavantina,Brazil,,3466255
Charqueadas,Brazil,,3466261
Chapecó,Brazil,,3466296
Cerquilho,Brazil,,3466429
Ceres,Brazil,,3466436
Celso Ramos,Brazil,,3466481
Caxias do Sul,Brazil,,3466537
Caxambu,Brazil,,3466547
Catu,Brazil,,3466641
Catanduva,Brazil,,3466692
Catalão,Brazil,,3466696
Cataguases,Brazil,,3466698
Castro,Brazil,,3466704
Castelo,Brazil,,3466723
Cassilândia,Brazil,,3466750
Casimiro de Abreu,Brazil,,3466763
Cascavel,Brazil,,3466779
Casa Branca,Brazil,,3466824
Carmo do Paranaíba,Brazil,,3466902
Carmo do Cajuru,Brazil,,3466903
Carlos Barbosa,Brazil,,3466933
Carazinho,Brazil,,3466978
Caratinga,Brazil,,3466988
Carapicuíba,Brazil,,3466998
Carangola,Brazil,,3467012
Carandaí,Brazil,,3467026
Caraguatatuba,Brazil,,3467081
Capivari,Brazil,,3467197
Capinzal,Brazil,,3467261
Capim Grosso,Brazil,,3467272
Capelinha,Brazil,,3467305
Capela,Brazil,,3467319
Capão da Canoa,Brazil,,3467362
Capâo Bonito,Brazil,,3467371
Canoinhas,Brazil,,3467452
Canoas,Brazil,,3467467
Canguçu,Brazil,,3467512
Canela,Brazil,,3467530
Cândido Mota,Brazil,,3467542
Candelária,Brazil,,3467550
Canavieiras,Brazil,,3467577
Campo Verde,Brazil,,3467673
Campos Novos,Brazil,,3467677
Campos Gerais,Brazil,,3467680
Campos do Jordão,Brazil,,3467684
Campos Belos,Brazil,,3467687
Campos dos Goytacazes,Brazil,,3467693
Campo Mourão,Brazil,,3467717
Campo Limpo,Brazil,,3467722
Campo Limpo de Goiás,Brazil,,3467727
Campo Largo,Brazil,,3467736
Campo Grande,Brazil,,3467747
Campo Formoso,Brazil,,3467760
Campo Belo,Brazil,,3467796
Campinas,Brazil,,3467865
Campina Grande do Sul,Brazil,,3467877
Cambuí,Brazil,,3467956
Camboriú,Brazil,,3467968
Cambé,Brazil,,3467978
Cambará,Brazil,,3467985
Camaquã,Brazil,,3468014
Camanducaia,Brazil,,3468023
Camaçari,Brazil,,3468031
Caldas Novas,Brazil,,3468100
Cajuru,Brazil,,3468121
Cajati,Brazil,,3468157
Cajamar,Brazil,,3468158
Caieiras,Brazil,,3468215
Caetité,Brazil,,3468317
Caeté,Brazil,,3468327
Cachoeiro de Itapemirim,Brazil,,3468376
Cachoeirinha,Brazil,,3468403
Cachoeiras de Macacu,Brazil,,3468425
Cachoeira do Sul,Brazil,,3468436
Cachoeira,Brazil,,3468535
Caçapava do Sul,Brazil,,3468560
Caçapava,Brazil,,3468562
Caçador,Brazil,,3468570
Cabreúva,Brazil,,3468592
Cabo Frio,Brazil,,3468615
Butiá,Brazil,,3468704
Buritizeiro,Brazil,,3468720
Buritis,Brazil,,3468732
Buri,Brazil,,3468802
Buerarema,Brazil,,3468858
Brusque,Brazil,,3468879
Brumado,Brazil,,3468893
Brumadinho,Brazil,,3468894
Brotas,Brazil,,3468899
Brodósqui,Brazil,,3468902
Brasília,Brazil,,3469058
Brás,Brazil,,3469066
Bragança Paulista,Brazil,,3469092
Braço do Norte,Brazil,,3469115
Botucatu,Brazil,,3469136
Bom Retiro,Brazil,,3469399
Bom Jesus do Itabapoana,Brazil,,3469425
Bom Jesus da Lapa,Brazil,,3469437
Bom Despacho,Brazil,,3469516
Boituva,Brazil,,3469540
Bocaiúva,Brazil,,3469601
Boa Esperança,Brazil,,3469932
Blumenau,Brazil,,3469968
Biritiba Mirim,Brazil,,3469984
Birigui,Brazil,,3469989
Biguaçu,Brazil,,3470003
Betim,Brazil,,3470044
Bertioga,Brazil,,3470052
Bento Gonçalves,Brazil,,3470073
Belo Oriente,Brazil,,3470117
Belo Horizonte,Brazil,,3470127
Belford Roxo,Brazil,,3470142
Bela Vista,Brazil,,3470177
Bebedouro,Brazil,,3470264
Bauru,Brazil,,3470279
Batatais,Brazil,,3470324
Bastos,Brazil,,3470341
Barueri,Brazil,,3470353
Barroso,Brazil,,3470369
Barrinha,Brazil,,3470428
Barretos,Brazil,,3470451
Barreiro do Jaíba,Brazil,,3470470
Barreiras,Brazil,,3470583
Barra Velha,Brazil,,3470597
Barra Mansa,Brazil,,3470636
Barra dos Coqueiros,Brazil,,3470674
Barra do Piraí,Brazil,,3470691
Barra do Garças,Brazil,,3470709
Barra do Bugres,Brazil,,3470718
Barra de São Francisco,Brazil,,3470730
Barra Bonita,Brazil,,3470776
Barra,Brazil,,3470821
Bariri,Brazil,,3470825
Barbacena,Brazil,,3470858
Barão de Cocais,Brazil,,3470878
Bandeirantes,Brazil,,3470912
Bambuí,Brazil,,3471005
Balneário Camboriú,Brazil,,3471039
Baixo Guandu,Brazil,,3471061
Bagé,Brazil,,3471196
Avaré,Brazil,,3471291
Atibaia,Brazil,,3471335
Astorga,Brazil,,3471368
Assis,Brazil,,3471374
Arujá,Brazil,,3471393
Artur Nogueira,Brazil,,3471395
Arroio Grande,Brazil,,3471422
Arroio do Meio,Brazil,,3471428
Arraial do Cabo,Brazil,,3471451
Armação dos Búzios,Brazil,,3471487
Arcos,Brazil,,3471683
Araxá,Brazil,,3471691
Araucária,Brazil,,3471697
Araruama,Brazil,,3471715
Araras,Brazil,,3471758
Araraquara,Brazil,,3471766
Araranguá,Brazil,,3471772
Arapongas,Brazil,,3471798
Araguari,Brazil,,3471830
Aragarças,Brazil,,3471840
Araçuaí,Brazil,,3471846
Aracruz,Brazil,,3471848
Araçoiaba da Serra,Brazil,,3471849
Araci,Brazil,,3471854
Araçatuba,Brazil,,3471859
Aracaju,Brazil,,3471872
Aquidauana,Brazil,,3471896
Apucarana,Brazil,,3471910
Apiaí,Brazil,,3471927
Aparecida do Taboado,Brazil,,3471940
Aparecida,Brazil,,3471949
Antonina,Brazil,,3472048
Anicuns,Brazil,,3472138
Angra dos Reis,Brazil,,3472177
Andradina,Brazil,,3472248
Andradas,Brazil,,3472254
Anastácio,Brazil,,3472284
Anápolis,Brazil,,3472287
Amparo,Brazil,,3472311
Américo Brasiliense,Brazil,,3472338
Americana,Brazil,,3472343
Amargosa,Brazil,,3472370
Álvares Machado,Brazil,,3472417
Almirante Tamandaré,Brazil,,3472518
Almenara,Brazil,,3472520
Alfenas,Brazil,,3472603
Além Paraíba,Brazil,,3472609
Alegrete,Brazil,,3472638
Alegre,Brazil,,3472666
Alagoinhas,Brazil,,3472766
Aimorés,Brazil,,3472808
Agudos,Brazil,,3472825
Águas Vermelhas,Brazil,,3472848
Águas de Lindóia,Brazil,,3472869
Água Rasa,Brazil,,3472898
Aguaí,Brazil,,3472969
Adamantina,Brazil,,3473157
Abaeté,Brazil,,3473267
Guaíba,Brazil,,3473964
Palmas,Brazil,,3474574
Universidade Rural,Brazil,,3480652
Tefé,Brazil,,3661944
Tarauacá,Brazil,,3661980
Tabatinga,Brazil,,3662075
Sena Madureira,Brazil,,3662155
São Gabriel da Cachoeira,Brazil,,3662342
Rio Branco,Brazil,,3662574
Porto Velho,Brazil,,3662762
Manaus,Brazil,,3663517
Manacapuru,Brazil,,3663529
Humaitá,Brazil,,3664078
Fonte Boa,Brazil,,3664207
Eirunepé,Brazil,,3664321
Cruzeiro do Sul,Brazil,,3664464
Coari,Brazil,,3664539
Carauari,Brazil,,3664659
Boa Vista,Brazil,,3664980
Ariquemes,Brazil,,3665199
Aripuanã,Brazil,,3665202
Vilhena,Brazil,,3924679
Senador Guiomard,Brazil,,3924752
Rolim de Moura do Guaporé,Brazil,,3924877
Pimenta Bueno,Brazil,,3924908
Ouro Preto do Oeste,Brazil,,3924948
Ji Paraná,Brazil,,3925033
Jaru,Brazil,,3925040
Guajará Mirim,Brazil,,3925075
Cacoal,Brazil,,3925212
Açailândia,Brazil,,6316298
Aparecida de Goiânia,Brazil,,6316406
Campinas,Brazil,,6316729
Ermelino Matarazzo,Brazil,,6317077
Itaim Paulista,Brazil,,6317317
Jaboatão dos Guararapes,Brazil,,6317344
Lauro de Freitas,Brazil,,6317464
Minaçu,Brazil,,6317592
Ourilândia do Norte,Brazil,,6317824
Parauapebas,Brazil,,6317872
Pinhais,Brazil,,6317953
Redenção,Brazil,,6318107
Rio Preto da Eva,Brazil,,6318165
São Mateus,Brazil,,6318546
Sapopemba,Brazil,,6318632
Simões Filho,Brazil,,6318694
Sinop,Brazil,,6318696
Tangará da Serra,Brazil,,6318738
Tucumã,Brazil,,6318807
Vargem Grande Paulista,Brazil,,6318864
Xinguara,Brazil,,6318968
Barra da Tijuca,Brazil,,7290718
Tatuapé,Brazil,,7292560
Consolação,Brazil,,7521912
Rocinha,Brazil,,7538520
Pirituba,Brazil,,7614932
Limão,Brazil,,7614952
Vila Galvão,Brazil,,7615192
Jardim Paulista,Brazil,,7615262
Trindade,Brazil,,7874479
Freguesia do Ribeirao da Ilha,Brazil,,7874492
Itaim Bibi,Brazil,,10173001
Moema,Brazil,,10227137
Planaltina,Brazil,,11184422
Grajaú,Brazil,,11962371
Artur Alvim,Brazil,,11962373
Anhanguera,Brazil,,11962374
Cidade Dutra,Brazil,,11962375
Capao Redondo,Brazil,,11962376
Casa Verde,Brazil,,11962377
Iguatemi,Brazil,,11962378
Sao Lucas,Brazil,,11962379
Socorro,Brazil,,11962380
Rio Pequeno,Brazil,,11962381
Carrao,Brazil,,11962382
Agua Rasa,Brazil,,11962383
Alto De Pinheiros,Brazil,,11962384
Cidade Lider,Brazil,,11962385
Aricanduva,Brazil,,11962386
Jacana,Brazil,,11962387
Jaguara,Brazil,,11962388
Lajeado,Brazil,,11962389
Jabaquara,Brazil,,11962390
Jose Bonifacio,Brazil,,11962391
Cidade Ademar,Brazil,,11962392
Barra Funda,Brazil,,11962393
Belem,Brazil,,11962394
Brasilandia,Brazil,,11962395
Butanta,Brazil,,11962396
Cangaiba,Brazil,,11962398
Cambuci,Brazil,,11962399
Campo Belo,Brazil,,11962400
Cursino,Brazil,,11962401
Mooca,Brazil,,11962402
Vila Prudente,Brazil,,11962403
Morumbi,Brazil,,11962404
Pedreira,Brazil,,11962405
Mandaqui,Brazil,,11962406
Cachoeirinha,Brazil,,11962407
Jardim Angela,Brazil,,11962408
Pari,Brazil,,11962409
Vila Formosa,Brazil,,11962410
Vila Guilherme,Brazil,,11962411
Vila Jacui,Brazil,,11962412
Vila Matilde,Brazil,,11962413
Vila Medeiros,Brazil,,11962414
Santa Cecilia,Brazil,,11962415
Parque Do Carmo,Brazil,,11962416
Perdizes,Brazil,,11962417
Ponte Rasa,Brazil,,11962418
Raposo Tavares,Brazil,,11962419
Sao Domingos,Brazil,,11962420
Se,Brazil,,11962421
Vila Leopoldina,Brazil,,11962422
Jaguare,Brazil,,11962423
Cidade Tiradentes,Brazil,,11962424
Bela Vista,Brazil,,11962425
Jardim Helena,Brazil,,11962426
Jardim Sao Luis,Brazil,,11962427
Republica,Brazil,,11962428
Sacoma,Brazil,,11962429
Sao Rafael,Brazil,,11962430
Vila Andrade,Brazil,,11962431
Vila Curuca,Brazil,,11962432
São Pedro,Brazil,,11980142
Bosque Saúde,Brazil,,12377091
Bairro da Penha,Brazil,,12426999
Bairro Parque Nossa Senhora do Carmo,Brazil,,12427005
Nassau,Bahamas,,3571824
Lucaya,Bahamas,,3571971
Killarney,Bahamas,,3572106
Freeport,Bahamas,,3572375
Thimphu,Bhutan,,1252416
Punākha,Bhutan,,1252479
Phuntsholing,Bhutan,,1252484
Tsirang,Bhutan,,1252608
Tonota,Botswana,,933000
Tlokweng,Botswana,,933004
Thamaga,Botswana,,933018
Serowe,Botswana,,933088
Selebi-Phikwe,Botswana,,933099
Ramotswa,Botswana,,933141
Palapye,Botswana,,933182
Mosopa,Botswana,,933271
Molepolole,Botswana,,933305
Mogoditshane,Botswana,,933331
Mochudi,Botswana,,933340
Maun,Botswana,,933366
Mahalapye,Botswana,,933471
Lobatse,Botswana,,933521
Letlhakane,Botswana,,933535
Kanye,Botswana,,933685
Janeng,Botswana,,933719
Ghanzi,Botswana,,933759
Gaborone,Botswana,,933773
Gabane,Botswana,,933777
Francistown,Botswana,,933778
Bobonong,Botswana,,933885
Mmopone,Botswana,,1106213
Tutume,Botswana,,7573818
Jwaneng,Botswana,,8308627
Horad Zhodzina,Belarus,,618800
Zhlobin,Belarus,,618806
Žytkavičy,Belarus,,618815
Zaslawye,Belarus,,619066
Vitebsk,Belarus,,620127
Vileyka,Belarus,,620181
Volkovysk,Belarus,,620391
Svetlogorsk,Belarus,,621074
Stowbtsy,Belarus,,621266
Smarhoń,Belarus,,621713
Smaliavičy,Belarus,,621729
Slutsk,Belarus,,621741
Slonim,Belarus,,621754
Shchuchyn,Belarus,,622113
Soligorsk,Belarus,,622428
Rahachow,Belarus,,622739
Rechytsa,Belarus,,622794
Pruzhany,Belarus,,622997
Polotsk,Belarus,,623317
Pinsk,Belarus,,623549
Pastavy,Belarus,,623760
Astraviec,Belarus,,623941
Osipovichi,Belarus,,624034
Orsha,Belarus,,624079
Nesvizh,Belarus,,624700
Novopolotsk,Belarus,,624784
Novogrudok,Belarus,,624785
Minsk,Belarus,,625144
Mazyr,Belarus,,625324
Mar’ina Gorka,Belarus,,625409
Maladziečna,Belarus,,625625
Mahilyow,Belarus,,625665
Lyepyel’,Belarus,,625743
Luninyets,Belarus,,625818
Logoysk,Belarus,,625972
Lida,Belarus,,626081
Krychaw,Belarus,,626450
Kalodzishchy,Belarus,,627083
Kobryn,Belarus,,627145
Klimovichi,Belarus,,627202
Kalinkovichi,Belarus,,627751
Ivatsevichi,Belarus,,627800
Ivanovo,Belarus,,627811
Hrodna,Belarus,,627904
Horki,Belarus,,627905
Homyel',Belarus,,627907
Hlybokaye,Belarus,,627908
Dzyarzhynsk,Belarus,,628634
Dobrush,Belarus,,629018
Bykhov,Belarus,,629447
Byaroza,Belarus,,629454
Brest,Belarus,,629634
Barysaw,Belarus,,630376
Baranovichi,Belarus,,630429
Bobruysk,Belarus,,630468
Oshmyany,Belarus,,630515
Fanipol,Belarus,,6846555
San Pedro,Belize,,3581164
San Ignacio,Belize,,3581194
Orange Walk,Belize,,3581514
Belmopan,Belize,,3582672
Belize City,Belize,,3582677
Abbotsford,Canada,,5881791
Agincourt North,Canada,,5882600
Ahuntsic-Cartierville,Canada,,5882725
Airdrie,Canada,,5882799
Ajax,Canada,,5882873
Alliston,Canada,,5884051
Alma,Canada,,5884083
Amos,Canada,,5884588
Aurora,Canada,,5888377
Baie-Comeau,Canada,,5889745
Barrie,Canada,,5894171
Bayview Village,Canada,,5895482
Beaconsfield,Canada,,5895650
Belleville,Canada,,5897884
Beloeil,Canada,,5898138
Bendale,Canada,,5898265
Blainville,Canada,,5903510
Boisbriand,Canada,,5905132
Boucherville,Canada,,5906267
Bracebridge,Canada,,5907092
Brampton,Canada,,5907364
Brandon,Canada,,5907896
Brant,Canada,,5907983
Brantford,Canada,,5907990
Brockville,Canada,,5909294
Brossard,Canada,,5909629
Burlington,Canada,,5911592
Burnaby,Canada,,5911606
Caledon,Canada,,5913414
Calgary,Canada,,5913490
Cambridge,Canada,,5913695
Campbell River,Canada,,5914132
Camrose,Canada,,5914653
Candiac,Canada,,5914826
Chambly,Canada,,5919566
Charlottetown,Canada,,5920288
Châteauguay,Canada,,5920433
Chatham,Canada,,5920457
Chilliwack,Canada,,5921356
Clarence-Rockland,Canada,,5923101
Cliffcrest,Canada,,5923921
Cobourg,Canada,,5924579
Cochrane,Canada,,5924618
Collingwood,Canada,,5925975
Colwood,Canada,,5926268
Conception Bay South,Canada,,5926511
Coquitlam,Canada,,5927690
Corner Brook,Canada,,5927969
Cornwall,Canada,,5928065
Côte-Saint-Luc,Canada,,5928488
Courtenay,Canada,,5930890
Cranbrook,Canada,,5931800
Dartmouth,Canada,,5935277
Delta,Canada,,5937615
Deux-Montagnes,Canada,,5938513
Dieppe,Canada,,5939219
Dollard-Des Ormeaux,Canada,,5940956
Dorset Park,Canada,,5941905
Dorval,Canada,,5941925
Drummondville,Canada,,5942845
Duncan,Canada,,5943865
East Gwillimbury,Canada,,5945707
Edmonton,Canada,,5946768
Humbermede,Canada,,5948587
Esquimalt,Canada,,5949512
Etobicoke,Canada,,5950268
Flemingdon Park,Canada,,5954579
Fort Erie,Canada,,5955815
Fort McMurray,Canada,,5955895
Fort St. John,Canada,,5955960
Fredericton,Canada,,5957776
Gatineau,Canada,,5959974
Glace Bay,Canada,,5961564
Granby,Canada,,5964215
Grande Prairie,Canada,,5964347
Greater Sudbury,Canada,,5964700
Greater Napanee,Canada,,5965812
Grimsby,Canada,,5967149
Guelph,Canada,,5967629
Hamilton,Canada,,5969782
Henry Farm,Canada,,5973973
Hillcrest Village,Canada,,5975182
Huntsville,Canada,,5978765
Joliette,Canada,,5987650
Kamloops,Canada,,5989045
Kanata,Canada,,5989117
Kelowna,Canada,,5990579
Kennedy Park,Canada,,5990916
Kenora,Canada,,5991055
Keswick,Canada,,5991370
Kingston,Canada,,5992500
Kirkland,Canada,,5992830
Kitchener,Canada,,5992996
Langford,Canada,,6049388
Langley,Canada,,6049429
La Prairie,Canada,,6049863
LaSalle,Canada,,6050177
L'Assomption,Canada,,6050263
Laval,Canada,,6050610
Leamington,Canada,,6051122
Leduc,Canada,,6051562
Les Coteaux,Canada,,6052788
Lethbridge,Canada,,6053154
Lindsay,Canada,,6054350
Lloydminster,Canada,,6058024
London,Canada,,6058560
Longueuil,Canada,,6059891
Lutes Mountain,Canada,,6062163
Magog,Canada,,6064180
Malvern,Canada,,6064969
Maple Ridge,Canada,,6065686
Markham,Canada,,6066513
Mascouche,Canada,,6067494
Medicine Hat,Canada,,6071618
Midland,Canada,,6073363
Milliken,Canada,,6074143
Milton,Canada,,6074377
Mimico,Canada,,6074409
Mirabel,Canada,,6075061
Miramichi,Canada,,6075081
Mission,Canada,,6075292
Mississauga,Canada,,6075357
Moncton,Canada,,6076211
Montréal,Canada,,6077243
Mont-Royal,Canada,,6077315
Mont-Saint-Hilaire,Canada,,6077340
Moose Jaw,Canada,,6078112
Mount Pearl,Canada,,6082231
Nanaimo,Canada,,6085772
Nepean,Canada,,6087029
New Glasgow,Canada,,6087579
Newmarket,Canada,,6087701
New Westminster,Canada,,6087844
Niagara Falls,Canada,,6087892
Niagara-on-the-Lake,Canada,,6087905
Norfolk County,Canada,,6089125
North Battleford,Canada,,6089404
North Bay,Canada,,6089426
North Cowichan,Canada,,6089661
North Vancouver,Canada,,6090785
Notre-Dame-de-Grâce,Canada,,6091314
Oak Bay,Canada,,6091919
Oakville,Canada,,6092122
Oakwood Village,Canada,,6092125
Orangeville,Canada,,6094201
Orillia,Canada,,6094325
Oshawa,Canada,,6094578
Ottawa,Canada,,6094817
Owen Sound,Canada,,6095645
Penticton,Canada,,6101141
Petawawa,Canada,,6101606
Peterborough,Canada,,6101645
Pickering,Canada,,6104111
Pitt Meadows,Canada,,6105815
Pointe-Claire,Canada,,6107325
Port Alberni,Canada,,6111632
Port Colborne,Canada,,6111704
Port Coquitlam,Canada,,6111706
Port Moody,Canada,,6111962
Prince Albert,Canada,,6113335
Prince Edward,Canada,,6113355
Prince George,Canada,,6113365
Quinte West,Canada,,6115355
Red Deer,Canada,,6118158
Regina,Canada,,6119109
Repentigny,Canada,,6119518
Richmond,Canada,,6122085
Richmond Hill,Canada,,6122091
Rock Forest,Canada,,6126305
Rouge,Canada,,6128081
Rouyn-Noranda,Canada,,6128577
Saguenay,Canada,,6137270
Saint-Basile-le-Grand,Canada,,6137489
Saint-Bruno-de-Montarville,Canada,,6137540
Saint-Constant,Canada,,6137633
Sainte-Catherine,Canada,,6137780
Sainte-Catherine,Canada,,6137781
Sainte-Julie,Canada,,6137941
Sainte-Thérèse,Canada,,6138121
Saint-Eustache,Canada,,6138175
Saint-Hubert,Canada,,6138369
Saint-Hyacinthe,Canada,,6138374
Saint-Jean-sur-Richelieu,Canada,,6138495
Saint-Jérôme,Canada,,6138501
Saint John,Canada,,6138517
Saint-Laurent,Canada,,6138610
